Brand,Model,Year,Category,Rating,Displacement (ccm),Power (hp),Torque (Nm),Engine cylinder,Engine stroke,Gearbox,Bore (mm),Stroke (mm),Fuel capacity (lts),Fuel system,Fuel control,Cooling system,Transmission type,Dry weight (kg),Wheelbase (mm),Seat height (mm),Front brakes,Rear brakes,Front tire,Rear tire,Front suspension,Rear suspension,Color options
adly,gta-125,2019,Scooter,,124.0,,,Single cylinder, four-stroke,Automatic,,,6.0,Carburettor,,Air,Belt,98.0,1320.0,780.0,Single disc,Single disc,130/70-12 ,130/70-12 ,Grease Shock Absorber,Hydraulic Shock Absorber,"Blue, White, Black"
adly,gta-150,2018,Scooter,,149.5,,,Single cylinder, four-stroke,Automatic,,,6.0,Carburettor,,Air,Belt,98.0,,780.0,Single disc,Single disc,120/70-12 ,120/70-12 ,Grease Shock Absorber,Hydraulic Shock Absorber,"White, black"
adly,gta-150,2019,Scooter,,149.5,,,Single cylinder, four-stroke,Automatic,,,6.0,Carburettor,,Air,Belt,98.0,1320.0,780.0,Single disc,Single disc,130/70-12 ,130/70-12 ,Grease Shock Absorber,Hydraulic Shock Absorber,"White, black, Blue"
adly,gta-50,2018,Scooter,3.7,49.3,,,Single cylinder, two-stroke,Automatic,,,6.0,Carburettor,,Air,Belt,88.0,,780.0,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Grease Shock Absorber,Hydraulic Shock Absorber,"White, black"
adly,gtc bullseye,2018,Scooter,,49.3,,,Single cylinder, two-stroke,Automatic,,,6.0,Carburettor,,Air,Belt,78.0,,800.0,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Grease Shock Absorber,Hydraulic Shock Absorber,"White, black"
adly,jet 100,2007,Scooter,3.5,95.6,7.5,,Single cylinder, two-stroke,Automatic,52.0,45.0,,,,Air,,75.0,,,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,Hydraulic shock absorber,Hydraulic shock absorber,
adly,jet 100,2008,Scooter,3.1,95.6,7.5,,Single cylinder, two-stroke,Automatic,52.0,45.0,,,,,,,1220.0,,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,Hydraulic shock absorber,Hydraulic shock absorber,
adly,jet 50,2007,Scooter,3.7,49.3,3.7,,Single cylinder, two-stroke,,,,6.2,,,Air,,75.0,1220.0,762.0,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,,,"Silver, Red, Black, Blue/Grey"
adly,jet 50,2008,Scooter,3.3,49.3,,,Single cylinder, two-stroke,Automatic,40.0,39.2,,,,,,,1220.0,,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,Hydraulic shock absorber,Hydraulic shock absorber,
adly,jet 50,2009,Scooter,3.1,49.3,5.0,,Single cylinder, two-stroke,Automatic,40.0,39.2,,Carburettor,,Air,,74.8,1220.0,,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,Hydraulic Shock Absorber,Hydraulic Shock Absorber,"Silver/red, silver/grey"
adly,mm-50,2018,ATV,,49.3,,,Single cylinder, two-stroke,Automatic,,,3.5,Carburettor,,Air,Belt,75.0,800.0,515.0,Expanding brake (drum brake),Single disc,15/6-6 ,15/6-6 ,"Oil Damped, A-arm","Oil Damped, Single Shock","White, red"
adly,noble 100,2008,Scooter,3.4,95.6,7.1,7.4,Single cylinder, two-stroke,Automatic,52.0,45.0,,,,Air,,77.0,1250.0,,Double disc,Single disc,130/60-13 ,130/60-13 ,Grease shock absorber,Hydraulic shock absorber,
adly,noble 125,2008,Scooter,,124.0,8.6,9.3,Single cylinder, four-stroke,Automatic,52.4,57.8,6.0,,,Air,,90.0,1255.0,,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Grease shock absorber,Hydraulic shock absorber,
adly,noble 125,2009,Scooter,2.0,124.0,8.6,9.3,Single cylinder, four-stroke,Automatic,52.4,57.8,6.0,Carburettor,Single Overhead Cams (SOHC),Air,Belt,90.0,1255.0,,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Grease shock absorber,Hydraulic shock absorber,Silver/red
adly,noble 50,2008,Scooter,2.7,49.3,3.7,4.8,Single cylinder, two-stroke,Automatic,,,,,,Air,,77.0,1250.0,,Single disc,Expanding brake (drum brake),120/70-12 ,130/60-13 ,Grease shock absorber,Hydraulic shock absorber,
adly,noble 50,2009,Scooter,3.6,49.3,3.7,4.8,Single cylinder, two-stroke,Automatic,,,,Carburettor,Single Overhead Cams (SOHC),Air,Belt,77.0,1250.0,,Single disc,Expanding brake (drum brake),120/70-12 ,130/60-13 ,Grease shock absorber,Hydraulic shock absorber,Silver
adly,panther 100,2007,Scooter,,95.6,,,Single cylinder, two-stroke,Automatic,52.0,45.0,6.2,Carburettor. Mikuni VM-16,,Air,,83.0,1240.0,815.0,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Telescope,Unit-Swing,
adly,panther 100,2008,Scooter,3.5,95.6,,,Single cylinder, two-stroke,,52.0,45.0,6.2,"Carburettor. Mikuni VM-16,Jet-100",,Air,,83.0,1240.0,815.0,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Telescope,Unit-Swing,
adly,panther 50,2008,Scooter,2.8,49.3,,,Single cylinder, two-stroke,,40.0,39.2,6.2,"Carburettor. Mikuni VM-16,Jet-50",,Air,,83.0,1240.0,815.0,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Telescope,Unit-Swing,
adly,panther-50 (2t),2007,Scooter,3.2,49.3,3.7,,Single cylinder, two-stroke,,,,6.2,,,Air,,75.0,1240.0,815.0,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,,,"Red, Yellow, Blue, Pink"
adly,panther-50 (4t),2007,Scooter,,49.3,3.7,,Single cylinder, four-stroke,,,,6.2,,,Air,,75.0,1240.0,815.0,Single disc,Expanding brake (drum brake),100/90-10 ,100/90-10 ,,,"Red, Yellow, Blue, Pink"
adly,road tracer 50,2007,Cross / motocross,2.9,49.3,,,Single cylinder, two-stroke,Automatic,,,6.2,,,Air,,75.0,1046.0,,Single disc,Single disc,120/90-10 ,120/90-10 ,Telescope Type,"Oil Damped, Mono Shock",
adly,road tracer 50,2008,"Minibike, sport",2.8,49.3,,,Single cylinder, two-stroke,Automatic,40.0,39.2,6.2,,,Air,,75.0,1046.0,,Single disc,Expanding brake (drum brake),120/90-10 ,120/90-10 , Telescope Type,"Oil Damped, Mono Shock",
adly,road tracer 90,2007,Cross / motocross,,85.8,,,Single cylinder, four-stroke,Automatic,,,6.2,,,Air,,78.0,1100.0,,Single disc,Single disc,120/70-10 ,120/70-10 ,"Oil Damped, Telescope Type"," Oil Damped, Single-Shock Type",
adly,road tracer 90,2008,"Minibike, sport",,85.8,,,Single cylinder, four-stroke,4-speed,47.0,49.5,17.29,,,Air,,78.0,1100.0,,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,"Oil Damped, Telescope Type","Oil Damped, Single-Shock Type",
adly,rt 50 roadtracer,2010,"Minibike, sport",,49.3,,,Single cylinder, two-stroke,Automatic,40.0,39.2,6.2,Carburettor,,Air,Belt,75.0,1046.0,,Single disc,Expanding brake (drum brake),120/90-10 ,120/90-10 ,Telescope fork,"Oil Damped, Monoshock",Yellow
adly,rt 50 roadtracer,2011,"Minibike, sport",3.3,49.3,,,Single cylinder, two-stroke,Automatic,40.0,39.2,6.2,Carburettor,,Air,Belt,75.0,1046.0,,Single disc,Expanding brake (drum brake),120/90-10 ,120/90-10 ,Telescope fork,"Oil Damped, Monoshock",Yellow
adly,rt-100 road tracer,2009,"Minibike, sport",2.9,95.6,,,Single cylinder, two-stroke,Automatic,52.0,45.0,4.75,Carburettor,,Air,Belt,78.0,1046.0,,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Telescope fork,"Oil Damped, Monoshock",
adly,rt-100 road tracer,2018,Allround,,95.6,,,Single cylinder, two-stroke,Automatic,,,6.0,Carburettor,,Air,Belt,76.0,1046.0,720.0,Single disc,Expanding brake (drum brake),120/90-10 ,120/90-10 ,Telescopic fork,Hydraulic Shock Absorber,White/yellow
adly,rt-50 road tracer,2009,"Minibike, sport",2.8,49.3,,,Single cylinder, two-stroke,Automatic,40.0,39.2,6.2,,,Air,Belt,75.0,1046.0,,Single disc,Expanding brake (drum brake),120/90-10 ,120/90-10 , Telescope Type,"Oil Damped, Mono Shock",Yellow
adly,rt-50 road tracer,2018,Allround,,49.3,,,Single cylinder, two-stroke,Automatic,,,6.0,Carburettor,,Air,Belt,75.0,1046.0,720.0,Single disc,Expanding brake (drum brake),120/90-10 ,120/90-10 ,Telescopic fork,Hydraulic Shock Absorber,White/yellow
adly,rt-90 road tracer,2009,"Minibike, sport",,85.8,,,Single cylinder, four-stroke,Automatic,47.0,49.5,,Carburettor,Single Overhead Cams (SOHC),Air,Belt,78.0,1100.0,,Single disc,Expanding brake (drum brake),120/90-12 ,120/90-12 ,Telescopic hydraulic  fork,"Oil Damped, single shock",Yellow
adly,sf-100 silver fox,2010,Scooter,,95.6,7.5,,Single cylinder, two-stroke,Automatic,52.0,45.0,,Carburettor,,Air,,77.0,1220.0,,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,Grease Shock Absorber,Hydraulic Shock Absorber,Black
adly,sf-50 silver fox,2010,Scooter,3.4,49.3,3.7,,Single cylinder, two-stroke,Automatic,40.0,39.2,,Carburettor,,Air,Belt,76.0,1220.0,,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,Grease Shock Absorber,Hydraulic Shock Absorber,Black
adly,silver fox 100,2007,Scooter,2.8,95.6,7.5,,Single cylinder, two-stroke,Automatic,52.0,45.0,,,,Air,,75.0,1220.0,,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,Grease Shock Absorber,Hydraulic Shock Absorber,
adly,silver fox 100,2008,Scooter,,95.6,7.5,,Single cylinder, two-stroke,Automatic,52.0,45.0,,,,Air,,75.0,1220.0,,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,,,
adly,silver fox 50,2007,Scooter,3.3,49.3,3.7,,Single cylinder, two-stroke,Automatic,40.0,39.2,,,,Air,,75.0,1220.0,,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,Grease Shock Absorber,Hydraulic Shock Absorber,
adly,silver fox 50,2008,Scooter,3.2,49.3,3.7,,Single cylinder, two-stroke,Automatic,40.0,39.2,,,,Air,,75.0,1220.0,,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,,,
adly,silverfox 50,2003,Scooter,3.8,49.0,,,Single cylinder, two-stroke,,,,5.8,,,Air,,75.0,,,Single disc,Expanding brake (drum brake),,,,,
adly,super sonic 100,2008,Scooter,3.1,95.8,7.5,,Single cylinder, two-stroke,Automatic,52.0,45.0,,,,Air,,77.0,1250.0,,Double disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,
adly,super sonic 125,2008,Scooter,,124.0,8.6,,Single cylinder, four-stroke,Automatic,52.4,57.8,,,,Air,,90.0,1255.0,,Double disc,Single disc,120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,
adly,super sonic 125,2009,Scooter,,124.0,8.6,,Single cylinder, four-stroke,Automatic,52.4,57.8,,Carburettor,Single Overhead Cams (SOHC),Air,Belt,90.0,1255.0,,Double disc,Single disc,120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,Silver
adly,super sonic 50,2008,Scooter,2.5,49.3,3.7,,Single cylinder, two-stroke,Automatic,40.0,39.2,,,,Air,,77.0,1250.0,,Double disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,
adly,super sonic 50,2009,Scooter,,49.3,3.7,,Single cylinder, two-stroke,Automatic,40.0,39.2,,Carburettor,Single Overhead Cams (SOHC),Air,Belt,77.0,,,Double disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,
adly,supersonic 100,2007,Scooter,3.0,95.8,7.5,,Single cylinder, two-stroke,Automatic,52.0,45.0,,,,Air,,77.0,1250.0,,Double disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,
adly,supersonic 125,2007,Scooter,3.0,124.0,8.6,,Single cylinder, four-stroke,Automatic,52.4,57.8,,,,Air,,90.0,1250.0,,Single disc,Single disc,120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,
adly,supersonic 50,2007,Scooter,,49.3,3.7,,Single cylinder, two-stroke,Automatic,40.0,39.2,,,,Air,,77.0,1250.0,,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,
adly,thunder 125,2009,Scooter,,124.0,6.8,5.5,Single cylinder, four-stroke,Automatic,52.4,57.8,,Carburettor,Single Overhead Cams (SOHC),Air,Belt,90.0,1255.0,,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,"White/blue, red"
adly,thunder 50,2009,Scooter,3.3,49.3,3.7,3.0,Single cylinder, two-stroke,Automatic,40.0,39.2,,Carburettor,,Air,Belt,77.0,1250.0,,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,Blue
adly,thunder bike 100,2007,Scooter,2.9,95.8,7.5,,Single cylinder, two-stroke,Automatic,52.0,45.0,,,,Air,,77.0,1250.0,,Double disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,
adly,thunder bike 100,2008,Scooter,,95.8,7.5,5.5,Single cylinder, two-stroke,Automatic,52.0,45.0,,Carburettor,,Air,,77.0,1250.0,,Double disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,
adly,thunder bike 125,2007,Scooter,3.8,124.0,8.6,,Single cylinder, four-stroke,Automatic,52.4,57.8,,,,Air,,90.0,1255.0,,Double disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,
adly,thunder bike 125,2008,Scooter,,124.0,7.8,6.5,Single cylinder, four-stroke,Automatic,52.4,57.8,,Carburettor,,Air,,90.0,1255.0,,Double disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,
adly,thunder bike 150,2007,Scooter,3.5,150.0,13.1,,Single cylinder, four-stroke,,,,6.0,,,Oil & air,,90.0,1255.0,,Single disc,Single disc,120/70-12 ,120/70-12 ,,,"Red, Blue, Purple, Green"
adly,thunder bike 50,2007,Scooter,3.7,49.3,3.7,,Single cylinder, two-stroke,,,,6.0,,,Air,,77.0,1250.0,,Single disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,,,"Red, Blue, Purple, Green"
adly,thunder bike 50,2008,Scooter,3.3,49.3,3.7,3.0,Single cylinder, two-stroke,Automatic,40.0,39.2,,,,Air,,77.0,1250.0,,Double disc,Expanding brake (drum brake),120/70-12 ,120/70-12 ,Up side Down Grease Shock Absorber,Hydraulic Shock Absorber,
aeon,3d-350,2018,Scooter,,346.0,25.0,28.8,Single cylinder, four-stroke,Automatic,82.0,65.5,13.5,Injection. EFI,,Liquid,Chain,212.5,1565.0,790.0,Single disc. Hydraulic. ,Single disc. Hydraulic. ,110/80-14 ,140/70-15 ,Hydraulic Tilting System,Dual-damper unit swing arm,Grey
aeon,3d-350,2019,Scooter,,346.0,27.0,28.8,Single cylinder, four-stroke,Automatic,82.0,65.5,13.5,Injection. EFI,Single Overhead Cams (SOHC),Liquid,Chain,212.5,1565.0,790.0,Single disc. Hydraulic. ,Single disc. Hydraulic. ,110/80-14 ,140/70-15 ,Hydraulic Tilting System,Dual-damper unit swing arm,"Grey, Black, White"
aeon,3d-350 r,2019,Scooter,,346.0,30.0,30.0,Single cylinder, four-stroke,Automatic,82.0,65.5,13.5,Injection. EFI,Single Overhead Cams (SOHC),Liquid,Chain,224.0,1565.0,790.0,Single disc. Hydraulic. ,Single disc. Hydraulic. ,110/80-14 ,140/70-15 ,Hydraulic Tilting System,Dual-damper unit swing arm,"Grey, Blue, Red"
aeon,ae-11 pulsar 100,2008,Scooter,,96.0,,,Single cylinder, four-stroke,Automatic,,,6.0,,,Air,Belt,110.0,,,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Hydraulic monoshock,"Red, blue, silver"
aeon,ae-12 pulsar 150,2008,Scooter,,149.5,,,Single cylinder, four-stroke,Automatic,,,6.0,Carburettor,,Air,Belt,110.0,,,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Hydraulic monoshock,"Red, blue, silver"
aeon,ae-6 echo,2008,Scooter,,49.3,,,Single cylinder, two-stroke,Automatic,,,6.0,Carburettor,,Air,Belt,79.0,,,Single disc,Expanding brake (drum brake),120/90-10 ,130/90-10 ,Hydraulic,Monoshock,"Red, silver, blue"
aeon,ae-9 pulsar 125,2008,Scooter,,124.6,,,Single cylinder, four-stroke,Automatic,,,6.0,,,Air,Belt,110.0,,,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic fork,Hydraulic monoshock,"Red, blue, silver"
aeon,am-1 aero 50,2008,Scooter,,49.0,,,Single cylinder, two-stroke,Automatic,,,6.0,Carburettor,,Air,Belt,88.0,,,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic,Hydraulic monoshock,"Red, blue, yellow, silver"
aeon,am-2 aero 100,2008,Scooter,2.7,95.6,,,Single cylinder, two-stroke,Automatic,,,6.0,Carburettor,,Air,Belt,89.0,,,Single disc,Expanding brake (drum brake),120/70-12 ,130/70-12 ,Telescopic,Hydraulic monoshock,"Red, blue, yellow, silver"
aeon,ax-50,2009,"Minibike, cross",,49.0,,,Single cylinder, two-stroke,Automatic,40.0,39.2,5.0,Carburettor. Mikuni,,,,45.0,850.0,535.0,Expanding brake (drum brake),Expanding brake (drum brake),2.75-10 ,2.75-10 ,Telefork,UNit swing,"Yellow, blue, green"
aeon,ax-50 mini-bike,2008,"Minibike, cross",,49.0,,,Single cylinder, two-stroke,Automatic,,,5.0,Carburettor. Mikuni AM 3,,,Belt,46.0,850.0,535.0,Expanding brake (drum brake),Expanding brake (drum brake),2.75-10 ,2.75-10 ,Tele fork,Unit swing,"Yellow, blue, green"
aeon,co-in 125i,2012,Scooter,2.6,124.9,,9.3,Single cylinder, four-stroke,Automatic,54.4,57.9,5.5,Injection. EFI,,Liquid,Chain,94.0,1210.0,740.0,Single disc,Expanding brake (drum brake),90/90-10 ,90/90-10 ,Telescopic fork,Single shock,"White, azure, green"
aeon,cobra  rs 180,2010,ATV,3.3,169.0,8.7,10.2,Single cylinder, four-stroke,Automatic,61.0,57.8,8.0,Carburettor,,Liquid,Chain,165.0,1050.0,790.0,Expanding brake (drum brake),Single disc,21/7-10 ,21/10-8 ,"Hydraulic shock, Wishbone","Single hydraulic shock, Unit swing arm","Red/white, black/white"
aeon,cobra 100,2019,ATV,,95.6,6.4,7.8,Single cylinder, two-stroke,,52.0,45.0,5.0,Carburettor,,Air,Chain,,,800.0,Expanding brake (drum brake). 2 Drums,Single disc,19/7-8 ,18/10-8 ,Single A-arm,Swingarm,"Black, White"
aeon,cobra 220,2008,Prototype / concept model,,196.0,12.1,13.6,Single cylinder, four-stroke,,65.0,59.0,7.3,Carburettor. Keihin PTG 22,,Air,,193.0,1155.0,,Double disc. Dual hydraulic discs,Single disc. Single hydraulic disc,,,"Dual hydraulic shock, Double wishbone","Single hydraulic shock, Unit swing arm",
aeon,cobra 220,2009,ATV,3.1,196.0,12.1,13.6,Single cylinder, four-stroke,Automatic,65.0,59.0,7.3,Carburettor. Keihin PTG 22,,Air,Chain,193.0,1155.0,790.0,Double disc,Expanding brake (drum brake),21/7-10 ,20/10-9 ,"Dual hydraulic shock, Double wishbone","Single hydraulic shock, Unit swing arm",
aeon,cobra 220,2019,ATV,,196.0,12.1,13.6,Single cylinder, four-stroke,Automatic,65.0,59.0,7.3,Carburettor. Keihin PTG 22,,Air,Chain,193.0,1155.0,790.0,Double disc,Expanding brake (drum brake),21/7-10 ,20/10-9 ,"Dual hydraulic shock, Double wishbone","Single hydraulic shock, Unit swing arm",
aeon,cobra 320,2008,Prototype / concept model,3.2,272.3,18.8,22.0,Single cylinder, four-stroke,,72.7,65.6,8.5,Carburettor. Keihin PTG 22,,,,206.0,1300.0,790.0,Double disc,Single disc,,,"Dual hydraulic shock, Double wishbone","Single hydraulic shock, Unit swing arm",
aeon,cobra 320,2009,ATV,2.7,272.3,19.4,19.0,Single cylinder, four-stroke,Automatic,72.7,65.6,7.3,Carburettor. Keihin PTG 22,,Liquid,Chain,211.0,1300.0,790.0,Double disc,Expanding brake (drum brake),21/7-10 ,20/10-9 ,"Dual hydraulic shock, Double wishbone","Single hydraulic shock, Unit swing arm",
aeon,cobra 320,2010,ATV,3.3,196.0,16.1,14.5,Single cylinder, four-stroke,Automatic,72.7,65.6,7.3,Carburettor. Keihin PTG 22,,Liquid,Chain,77.0,745.0,550.0,Double disc,Single disc,21/7-10 ,20/10-9 ,"Dual hydraulic shock, Double wishbone","Single hydraulic shock, Unit swing arm",White
aeon,cobra 400,2012,ATV,3.4,346.0,20.1,30.0,Single cylinder, four-stroke,Automatic,82.0,65.6,9.3,Carburettor. Keihin PTG 22,,Liquid,,207.0,1300.0,790.0,Double disc,Single disc,21/7-10 ,20/10-9 ,"Dual hydraulic shock, Double wishbone","Single hydraulic shock, Unit swing arm","White, balck"
aeon,cobra 400,2019,ATV,3.3,346.0,,30.0,Single cylinder, four-stroke,,82.0,65.6,,Carburettor,,Liquid,Chain,,1300.0,790.0,Double disc,Single disc,21/7-10 ,20/10-9 ,Double wishbone,Swingarm,"Black, White"
aeon,cobra 400 efi,2021,ATV,,346.0,20.1,23.0,Single cylinder, four-stroke,,82.0,65.6,9.3,Injection,,Liquid,Chain,,1290.0,800.0,Double disc,Single disc,21/7-10 ,20/10-9 ,Double wishbone,Swingarm,Grey
aeon,cobra 400 supermoto,2022,ATV,,346.0,20.1,30.0,Single cylinder, four-stroke,Automatic,82.0,65.6,9.3,Carburettor,,Liquid,Belt,207.0,1300.0,780.0,Double disc. Hydraulic,Double disc. Hydraulic,165/70-10 ,225/40-10 ,Dual hydraulic shock. Double wishbone.,"Single hydraulic shock, Unit swing arm","White/red, black/red"
aeon,cobra 50,2009,ATV,3.5,49.0,3.6,4.5,Single cylinder, two-stroke,,40.0,39.2,5.0,"Carburettor. Mikuni VM16, 2-stroke",,Air,Shaft drive,130.0,1050.0,800.0,Expanding brake (drum brake),Single disc,19/7-8 ,18/10-8 ,"Dual hydraulic shock, Single A-arm","Single hydraulic shock, Unit swing arm",
aeon,cobra 50,2010,ATV,3.4,49.0,3.6,4.5,Single cylinder, two-stroke,1-speed,40.0,39.2,5.0,Carburettor,,Air,Shaft drive,130.0,1050.0,800.0,Expanding brake (drum brake),Single disc,19/7-8 ,18/10-8 ,"Dual hydraulic shock, Single A-arm","Single hydraulic shock, Unit swing arm",White
aeon,cobra 50,2012,ATV,2.6,49.3,3.0,3.7,Single cylinder, two-stroke,Automatic,40.0,39.2,5.0,Carburettor,Single Overhead Cams (SOHC),Air,Shaft drive,129.0,1050.0,800.0,Expanding brake (drum brake),Single disc,19/7-8 ,18/10-8 ,"Dual hydraulic shock, Single A-arm","Single hydraulic shock, Unit swing arm","White, black"
aeon,cobra 50,2019,ATV,,49.0,3.6,4.5,Single cylinder, two-stroke,,40.0,39.2,5.0,Carburettor,,,Chain,,1050.0,800.0,Single disc,Single disc,,,Single A-arm,Swingarm,"Black, White"
aeon,cobra supermoto,2018,ATV,,346.0,20.1,30.0,Single cylinder, four-stroke,Automatic,82.0,65.6,9.3,Carburettor. Keihin PTG 22,,Liquid,Belt,207.0,1300.0,780.0,Double disc. Hydraulic,Double disc. Hydraulic,165/70-10 ,225/40-10 ,"Dual hydraulic shock, Double wishbone","Single hydraulic shock, Unit swing arm","White/red, black/red"
aeon,cobra supermoto,2019,ATV,,346.0,20.1,30.0,Single cylinder, four-stroke,Automatic,82.0,65.6,9.3,Carburettor. Keihin PTG 22,,Liquid,Belt,207.0,1300.0,780.0,Double disc. Hydraulic,Double disc. Hydraulic,165/70-10 ,225/40-10 ,"Dual hydraulic shock, Double wishbone","Single hydraulic shock, Unit swing arm",White/Black/Red
aeon,crossland 300,2009,ATV,3.2,272.3,18.1,22.0,Single cylinder, four-stroke,Automatic,72.7,65.6,14.0,Carburettor. Keihin PTG 22,,Liquid,Shaft drive,233.0,1230.0,850.0,Double disc,Expanding brake (drum brake),22/7-10 ,22/10-9 ,"Dual hydraulic shock, Double wishbone","Single hydraulic shock, Unit swing arm",
